group_key,group_size,id,alloy,cycle1_holdingtemp_degc,cycle1_holdingtime_min,article_url,original_image,ai_cleaned_image,augumented_data,c,mn,si,cr,p,s,mo,cu,ni,al,nb,v,ti,ti_nb_v,b,ce_la,fe,pixel_size,heat_treatment_type,num_cycles,cycle0_rolling,cycle0_rtemp,cycle0_rpercentage,cycle1_hrate_degc_min,cycle1_crate_degc_s,cycle1_rolling,cycle1_rtemp,cycle1_rpercentage,cycle1_qtype,cycle1_qtemp,cycle1_qtime_min,cycle2_hrate_degc_min,cycle2_holdingtemp_degc,cycle2_holdingtime_min,cycle2_crate_degc_s,cycle2_rolling,cycle2_rtemp_degc,cycle2_rpercentage,cycle2_qtype,cycle2_qtemp_degc,cycle2_qtime_min,cycle3_hrate_degc_min,cycle3_holdingtemp_degc,cycle3_holdingtime_min,cycle3_crate_degc_s,cycle3_rolling,cycle3_rtemp,cycle3_rpercentage,cycle3_qtype,cycle3_qtemp,cycle3_qtime,cycle4_hrate_degc_min,cycle4_holdingtemp_degc,cycle4_holdingtime_min,cycle4_crate_degc_s,cycle4_rolling,cycle4_rtemp,cycle4_rpercentage,cycle4_qtype,cycle4_qtemp,cycle4_qtime
DP1180 GA__800.0__20.0,6,8_3_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_5,DP1180 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/1KmXCtwWUTL6sgusMwI7JU2Vdr6LaWnzh,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__800.0__20.0,6,8_3_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_4,DP1180 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/1JJv9xlxgXyUxFGGZX8iCBFENtCjLBSWA,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__800.0__20.0,6,8_3_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_3,DP1180 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/1-mtRbuCdQmrD0WDrA0xer7WZ_LKn-yhW,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__800.0__20.0,6,8_3_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_2,DP1180 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/190hFDijC-Vi2RKojya-qtI3ASBBlhs_7,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__800.0__20.0,6,8_3_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_1,DP1180 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/17ct5z7s3__zIM6uQdLR6arG8nIMUx_xg,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__800.0__20.0,5,8_5_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_5,DP980 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/1FctjXPBHuAP7ccxC9M7b5cBqgqpjfDZu,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__800.0__20.0,5,8_5_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_4,DP980 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/13NbYvKnBktdqLujAAlWRtz_vQv4GM2Da,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__800.0__20.0,5,8_5_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_3,DP980 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/1Xsd-ivvXHORn9mFF3e4579vRSyOWEbaM,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__800.0__20.0,5,8_5_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_2,DP980 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/1WRk_vxxP64AbowJejcdGV_aRsDAykAWL,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__800.0__20.0,5,8_5_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_1,DP980 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/1u0T5RKFND8wezHNnj6VbCPkUzap6l5qq,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__800.0__20.0,5,8_4_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_1,DP780 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/17eoxLEJ4BdHYG8igCe-5QeOYnpoIbobn,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__800.0__20.0,5,8_4_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_10,DP780 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/1mDvgOI4Gx1GMKlMihCAd0GtRE2Pa3dw1,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__800.0__20.0,5,8_4_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_9,DP780 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/1eabltPEWw2PRy7e-SAazm6w-Q6zk8UAo,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__800.0__20.0,5,8_4_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_8,DP780 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/1sbRyzucJ6uBmM_ewfOoPbG2SWNXatF0Z,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__800.0__20.0,5,8_4_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_7,DP780 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/1bo7lRt8W5sCOOQRuHXiVntGFFBY4sCwU,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__800.0__20.0,5,8_2_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_5,DP590 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/1vrHl-EtyByHoX3Wzh3mB5p4DcQuJM-Zz,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__800.0__20.0,5,8_2_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_4,DP590 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/1_arJ9xmg2jjw9tRyH8B1NIcwoki9D9jK,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__800.0__20.0,5,8_2_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_3,DP590 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/18fDTkiJw4_f_vrlkcZWug1nhIMl0Iqid,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__800.0__20.0,5,8_2_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_2,DP590 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/1FzN0_bnuRGWXAbsB-RGJMD2haY5k5cgf,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__800.0__20.0,5,8_2_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_1,DP590 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/1mF4RiXFYs9tosqfzYuZVtHwARkvDhIZ1,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__830.0__20.0,6,9_5_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_6,DP980 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1GOGePdKmgxmZpmvxK_md0rx1T5Y-CCN2,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__830.0__20.0,6,9_5_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_5,DP980 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1jI4AG6SUTX5Y7u5Nqb1QJCzJYQWCBOD9,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__830.0__20.0,6,9_5_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_4,DP980 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1hxAUWDRR9DHdHU0452TYhGPlD5PRkGcq,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__830.0__20.0,6,9_5_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_3,DP980 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1TFRcuYrnIoCY6rHODPszizxqjosnEQHD,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__830.0__20.0,6,9_5_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_2,DP980 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1L2wzoqPF-820DifnWgukAKymk1W1cPZF,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__830.0__20.0,6,9_5_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_1,DP980 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1WT3CIMdzum1lEuURyfkC1qGfJ-R1aNAA,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__830.0__20.0,6,9_3_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_6,DP1180 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1elhdDqGSB_vIZVhQCAdeSwTbi1gwMRlG,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__830.0__20.0,6,9_3_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_5,DP1180 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1wHTFgqYM5zkudqH41hDCj98LL3fHS7PY,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__830.0__20.0,6,9_3_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_4,DP1180 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1l45Y3u-WvwqTwJ9AjkIMtYuw7X39n8Ig,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__830.0__20.0,6,9_3_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_3,DP1180 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1joAebIrOsXF8unvtgI3kTN2d7u5Fe3lQ,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__830.0__20.0,6,9_3_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_2,DP1180 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1TqWWtW4wZ-HpxI5qHKIRiLjxC6kPaoCH,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__830.0__20.0,6,9_3_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_1,DP1180 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1rtALQLWNq3QgJk6AWjr0HWdBy9tyHg1k,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__830.0__20.0,6,9_9_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_6,DP600 GI,830.0,20.0,,,,https://drive.google.com/drive/folders/1fZQ7hXQ4xZ-6oHMTPD1fCnsNKN7h6W3w,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__830.0__20.0,6,9_9_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_5,DP600 GI,830.0,20.0,,,,https://drive.google.com/drive/folders/1ZlHiN92AEUsYEFWb0E-Afn5s8CDgPlyJ,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__830.0__20.0,6,9_9_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_4,DP600 GI,830.0,20.0,,,,https://drive.google.com/drive/folders/1xzw2-J3-6z9QJVjfr06l3MZ9GDrHdtq4,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__830.0__20.0,6,9_9_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_3,DP600 GI,830.0,20.0,,,,https://drive.google.com/drive/folders/1KXURkIU1x8sPhy-wo9CpSjFjtZt5SM2b,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__830.0__20.0,6,9_9_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_2,DP600 GI,830.0,20.0,,,,https://drive.google.com/drive/folders/1KQEWGJu4pOWPXmSYgLMXJITfxvvBoc8K,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__830.0__20.0,6,9_9_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_1,DP600 GI,830.0,20.0,,,,https://drive.google.com/drive/folders/1tEWhldtB4b6Ze9vq3gFUXi2CZLsIZa56,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__830.0__20.0,6,9_4_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_6,DP780 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1zzrSaMFIHoROqyejJDTS3iHoWi557ig4,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__830.0__20.0,6,9_4_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_5,DP780 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1qppPD1tqhgzI0bw3oqBrUmvf1ip7KF0Z,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__830.0__20.0,6,9_4_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_4,DP780 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1Ehc4atbeEkqSpeZ4M62N9ee-hXHH5ffF,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__830.0__20.0,6,9_4_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_3,DP780 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/18bqdJsTtCMrkWPICkFtpleYhdezkM4rY,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__830.0__20.0,6,9_4_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_2,DP780 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1foDwaupFEWbwIgonEkZzcNTdPQVvIYpp,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__830.0__20.0,6,9_4_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_1,DP780 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1V-4veGBbIDq-9KV_bT3foN1Z2xUKWJiK,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__830.0__20.0,6,9_2_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_6,DP590 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1KYPT5IrjIWvKt7hvdoVGBP_3i7rNqotu,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__830.0__20.0,6,9_2_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_5,DP590 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1viRCkMdipW79id82tp-1g0vWE3Sp-TPM,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__830.0__20.0,6,9_2_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_4,DP590 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1u9bVwEeMFAU88v3Vm3KhBX4_LdymP-La,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__830.0__20.0,6,9_2_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_3,DP590 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1tRjbPkfgtQbMT3aoCBqtc3xWA3skMEE4,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__830.0__20.0,6,9_2_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_2,DP590 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1GGWyDXQEiN3tjjBqQK3b0WBNNwDJIkrV,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__830.0__20.0,6,9_2_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_12pa_1,DP590 GA,830.0,20.0,,,,https://drive.google.com/drive/folders/1GhP59VOqFXexsBEXHPBreJrNMenWYcXf,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__770.0__20.0,5,6_69_sample_check_04_23_2026_5,DP600 GI,770.0,20.0,,,,https://drive.google.com/drive/folders/1LcNYfdnMUpjI3J3eOHBGzI0TFr2_Sr6K,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__770.0__20.0,5,6_69_sample_check_04_23_2026_4,DP600 GI,770.0,20.0,,,,https://drive.google.com/drive/folders/1da18wr98GfERUJ9ZbWe3xPdxRWp1qeT_,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__770.0__20.0,5,6_69_sample_check_04_23_2026_3,DP600 GI,770.0,20.0,,,,https://drive.google.com/drive/folders/1eJP5a3iiynsENBhWT54PB17xvN2bSDRD,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__770.0__20.0,5,6_69_sample_check_04_23_2026_2,DP600 GI,770.0,20.0,,,,https://drive.google.com/drive/folders/1WYN-4XjkRtPgHjtVZig_2Pf4ndsbZycQ,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__770.0__20.0,5,6_69_sample_check_04_23_2026_1,DP600 GI,770.0,20.0,,,,https://drive.google.com/drive/folders/1DDdUWMIz7QSAFITsQgZiHyc0gv1XtzHp,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__770.0__20.0,5,6_65_sample_check_04_23_2026_5,DP980 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/1-_4rI54DkO8iGUnogIktWRRqzTigCDbp,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
